danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id,names
0.573,0.818,-5.437,0.0357,4.32e-05,6.39e-05,0.3,0.557,122.982,195754,7,0KnLqGI8QwIGDhf5HUvuNH,Poppin' Champagne - ATL's Version
0.857,0.601,-5.837,0.0782,0.00103,1.58e-05,0.149,0.279,147.076,218521,0,6vbafkvao6NErZDTjh2sYC,Poppin' Tags
0.936,0.339,-9.297,0.751,0.0825,0.0,0.211,0.273,105.165,120857,1,0OPcFAAo9LMO9xvu1L7JGD,Perc Popper
0.887,0.441,-8.98,0.115,0.0514,0.00667,0.0338,0.715,129.908,126880,2,2sCl0FFOzZSmYZs90zOpd1,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version
0.912,0.673,-8.91,0.109,0.0995,0.0,0.103,0.123,120.157,228160,0,25G8NNFBnjXgWCGtyPa1Ax,Pop The Trunk
0.568,0.646,-4.369,0.219,0.231,0.0,0.12,0.24,143.869,212658,4,3QqJ44HiM84iyZS0G2IKIP,Paranoia (feat. Gunna & Young Thug)
0.703,0.976,-7.258,0.0407,0.00297,0.893,0.101,0.745,152.019,298951,6,2aJokCGEQoDb5vRkd2IIs5,POPCORN 2K23
0.705,0.373,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046,208026,6,2mlGPkAx4kwF8Df0GlScsC,Buttercup
0.933,0.539,-7.652,0.106,0.318,0.0,0.154,0.399,111.961,210307,2,0fotWs4R5dPWw7YnJEtRw0,Pop The Glock
0.73,0.608,-6.417,0.295,0.301,0.0,0.207,0.753,84.555,249840,1,17larILaMHwsprsMFnYI77,Big Poppa - 2005 Remaster
0.355,0.29,-8.182,0.0338,0.881,0.00374,0.106,0.0859,168.345,238653,5,4MpqiN2moRQR2t0DO43MZH,Popcorn Salé
0.459,0.944,-3.843,0.0835,0.00191,0.0,0.048,0.515,166.059,238554,4,5Qzm7l6EuxXcQtwqvKyxir,Popular Monster
0.696,0.447,-6.755,0.0709,0.648,7.04e-06,0.0782,0.367,130.179,264289,5,0y6dXsDFNzlGZjb3kQvRAe,Warten
0.634,0.556,-9.959,0.473,0.399,0.0,0.156,0.575,69.041,146991,1,5e3E0LdMpP3JgfHJn7NUAc,Popular Loner
0.548,0.857,-6.83,0.0369,0.0187,0.749,0.0731,0.0532,127.967,174375,6,2UDycsru4dEa1UFmyIvKYU,Upside Down (feat. Poppy Baskcomb)
0.742,0.93,-4.332,0.0365,0.00393,0.126,0.0975,0.597,128.026,265796,2,7C8qH7v1ApqgoIVqGCzbQo,Popsicle
0.819,0.709,-5.351,0.0382,0.314,0.0,0.13,0.638,126.001,179867,2,2gpwaAJnSDTevgZa4uyM0H,POPPY - Japanese Ver.
0.795,0.905,-1.275,0.0713,0.162,3.18e-06,0.0795,0.748,95.972,154213,2,5LWazXYOx5t8R5EPFuROfL,Poppin Out (Mistakes)
0.662,0.686,-8.302,0.332,0.251,5.59e-06,0.349,0.678,143.971,215000,1,2UwALqx6yOsXTFt7zRxnts,Tell The Vision (feat. Kanye West & Pusha T)
0.822,0.969,-11.471,0.0582,0.259,0.000153,0.39,0.765,128.007,283748,7,5QRAfvKPyQpwt897Jc0glg,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio
0.794,0.717,-5.73,0.251,0.0511,0.0,0.195,0.372,141.881,202816,1,3eV2WT9YhfzkxbufnBF8wK,Creature (feat. Swae Lee)
0.549,0.822,-4.385,0.163,0.0282,0.0,0.139,0.193,165.025,230182,4,3o8K15YflB3Q5oxBNCELYW,Popular Monster
0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989,150857,1,7sjFIZ1g5QLJLGja3k592K,44 BullDog
0.549,0.773,-3.287,0.178,0.266,0.0,0.0989,0.413,196.021,200592,4,1svXgJMHCJsQzy5pzBl9Nl,Alé (feat. Capo Plaza)
0.649,0.645,-6.155,0.195,0.635,0.0,0.437,0.581,165.039,140852,7,36GUSE8IKXBNrpqi788WHJ,Popular Monster
0.702,0.754,-8.936,0.356,0.273,2.8e-06,0.109,0.503,150.085,115644,1,2Nw99fYLWVTNyCfkoQ1icR,Poppa Perry
0.713,0.746,-7.751,0.0733,0.00987,2.22e-05,0.429,0.753,108.898,196455,7,1QmjnW6yGxrMB98NhJeTOO,popular - sped up
0.743,0.847,-5.698,0.0694,0.0179,0.0,0.101,0.345,111.941,146250,0,1TEOk7DJAMfE3uadgJgTZ8,Pop Off (feat. Lost Boy)
0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025,175756,5,6O7fPYTsb2mY0PiFt2ymDB,Aim For The Moon (feat. Quavo)
0.816,0.526,-8.241,0.29,0.022,7.05e-05,0.0881,0.385,142.991,121080,1,4kdKKsPHWsyNrvFsZrcg52,Meet the Woo
0.581,0.476,-6.493,0.189,0.476,5.66e-06,0.495,0.103,141.823,175775,5,6mPZVis3gEGSSR2rhxlehT,Merci Beaucoup
0.654,0.956,-2.853,0.19,0.00733,0.0187,0.313,0.222,102.506,265865,0,3cMrcjXpcnufI8X16mB3Ah,Pop That Pussy
0.894,0.748,-6.277,0.236,0.123,1.33e-05,0.0834,0.6,95.961,145364,2,51AB4JlD8OP9ZPFvHVs8Fh,Popel
0.368,0.569,-11.265,0.0491,0.152,0.883,0.0956,0.0539,90.043,156267,6,3oYZkaAsoi7UqinSUcidnA,popipo00
0.642,0.68,-7.945,0.0525,0.064,0.0318,0.0756,0.64,160.047,236830,4,72oOVAyt2QyHSg7TezuI6G,Popcorn (feat. Sylvie Kreusch)
0.551,0.777,-13.493,0.0466,0.0103,0.943,0.0932,0.948,149.966,180933,6,3MqQn2wjVyIgXMJmCQ5g64,Popipo
0.77,0.46,-11.215,0.291,0.162,5.54e-05,0.207,0.194,94.0,132876,1,3wXu2fZFuYtLYy8z2nP6at,Mary Poppins
0.502,0.833,-5.928,0.0314,4.99e-05,0.00811,0.153,0.713,123.952,216787,0,4jFEq3IyKZzHjyvLA2mQrx,Pop Seeds
0.722,0.451,-6.13,0.272,0.534,1.72e-05,0.111,0.735,91.94,178712,1,7hTki3inf7NsQKT81ZWpci,Pop Out (feat. ScHoolboy Q)
0.71,0.827,-4.338,0.329,0.0954,0.00102,0.286,0.555,143.104,241787,1,2T1GbU75iGVtOhNUbZuNqk,Scenario
0.853,0.533,-6.647,0.126,0.263,0.00406,0.134,0.306,123.066,193320,0,67xIq4mJZ2idOruKuQNwGl,pop ur shit
0.543,0.715,-3.084,0.0312,0.00844,0.0,0.361,0.068,143.125,188179,0,4poDNGO0r2iFHwaKHj3ZmK,Popular (w/ 9lives)
0.88,0.619,-7.476,0.0304,0.42,0.25,0.0929,0.961,114.011,263960,2,1ABAAlwDD1HW3pGCA7ReUJ,Pop's Cool Groove
0.737,0.593,-12.746,0.856,0.787,0.0,0.638,0.446,112.493,79951,1,6isFtsdFd6yXqdi8BcXKY0,Popzeitung
0.703,0.872,-3.488,0.151,0.0434,0.0,0.127,0.679,169.94,158118,4,3GFUtNlMCLl9U0jGjhHSAv,Ego
0.808,0.828,-4.384,0.205,0.0327,0.0,0.388,0.74,134.069,217116,7,3FYD7fOMUdcpVpVYFmt3rL,Popstars
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,184680,1,5mrehP7tdcoTur4Db5aFKM,POPSMOKE DANCE
0.714,0.546,-4.856,0.391,0.296,2.35e-06,0.519,0.907,168.007,172364,1,4kihgTt5OLhLbj7NbPpnVa,Die Hook
0.95,0.751,-3.603,0.163,0.0366,5.73e-05,0.0633,0.69,129.99,113738,2,3sVyYDKJ5vhzn6ryEcaGHt,Petit Fou Fou (feat. ANNA)
0.244,0.985,-2.781,0.38,3.46e-05,0.0139,0.51,0.124,169.561,164696,4,1f9GowTtuwSkdJfKBk3VeU,Suffocate (feat. Poppy)
0.676,0.934,-4.531,0.0388,0.0053,0.469,0.33,0.378,120.014,174000,6,4ZViUGdyJxWu9tLH3wGzWh,Popcorn - Bleisure Deep Remix
0.718,0.5,-8.195,0.368,0.00933,0.0337,0.15,0.0394,146.913,143684,1,0gxIctWpV2oR6XvnNrR7rH,Pop Star
0.419,0.831,-8.56,0.0796,0.0758,1.18e-05,0.105,0.0733,100.785,309480,0,5YeKhMgxegy26epLJxnfGE,Pop Thieves (Make It Feel Good)
0.761,0.892,-3.405,0.19,0.118,0.0,0.369,0.531,134.926,165599,7,3xKEk8YipGVuUh6L3hPHQq,Problema
0.839,0.619,-5.784,0.309,0.167,0.0,0.0909,0.473,132.125,178373,1,6ramJSrfHrSxQcYOsG6E5i,POP SMOKE
0.844,0.677,-6.216,0.158,0.0406,8.32e-05,0.407,0.841,98.995,215467,7,36UEl3tAYgKAB7kTnO9XDn,Popular (with Playboi Carti & Madonna)
0.706,0.98,-4.608,0.0762,0.0468,0.00193,0.124,0.48,140.996,129942,4,3uQAiuHcgd1y7fSdpDLKe2,Poppin'
0.886,0.893,-2.713,0.0612,0.116,0.0737,0.145,0.814,116.01,145272,2,5FXn5JHL50tDPMITGun9zh,Girls In Bikinis
0.912,0.589,-7.476,0.2,0.0332,0.0162,0.0795,0.486,135.921,123549,2,4wNKxMbE3n1gRm4F6OaCP1,Coupe
0.622,0.699,-8.539,0.0404,0.102,0.0,0.26,0.453,94.001,171383,0,44UZWruF4P4uMZ10fd1eMK,Al Aramızdan
0.646,0.923,-3.107,0.033,0.0282,0.0,0.159,0.838,108.06,206473,2,5ZcmZ5tIfFrOMLHkCuwS8E,Poplava
0.772,0.744,-5.108,0.244,0.0114,0.0,0.066,0.764,140.99,190680,2,2IT0T0EqPaUxasjl2o8J2G,Christopher Walking
0.821,0.586,-5.336,0.0477,0.18,0.0,0.0845,0.811,137.014,193427,2,0Uzy6FHTYob2CbWisMz4Ap,Poppin' Star
0.531,0.953,-5.204,0.215,0.0175,0.0,0.122,0.365,164.96,219091,4,6k6UJaTkU5W6Ck1o8oNq6H,Popular Monster
0.617,0.977,-7.028,0.0276,0.153,0.0016,0.133,0.679,131.965,214533,2,7CvOnbFdnIoXMQ4eFCo5lB,Around the World (La La La La La) - Radio Version
0.383,0.621,-5.878,0.113,0.0272,0.0,0.427,0.213,80.051,181907,0,7l9CE3wmEGOUYw1j4ETjnL,Saturnz Barz (feat. Popcaan)
0.713,0.781,-6.124,0.314,0.118,0.0,0.162,0.555,109.939,161302,1,4Ns0akqQyXJWWm0r66H4z6,Poppin'
0.794,0.569,-6.424,0.275,0.227,0.0,0.235,0.311,99.031,137151,1,2ZlABhxMMa43COmZ97kKsJ,Jumbotron Shit Poppin
0.78,0.857,-4.587,0.154,0.523,0.0,0.127,0.841,100.041,193829,2,4PAorYYaRqwJpgIUGQTOnP,Pop Corn e patatine
0.559,0.859,-2.229,0.334,0.00502,2.38e-06,0.306,0.403,159.939,150098,4,578DGEab8eRAd9gj1jiua9,Pop It
0.772,0.611,-7.379,0.174,0.073,8.93e-05,0.183,0.732,83.154,258418,2,0gffIJd1VcWekSXslfUIf0,Popular (Slowed) (with Playboi Carti & Madonna)
0.751,0.839,-9.817,0.0423,0.479,0.906,0.132,0.835,134.033,221213,6,6G9LoGI5GP0m9FPYTBYKnE,Popcorn - Microwave Mix
0.762,0.792,-6.444,0.128,0.212,2.26e-05,0.942,0.832,109.949,199160,7,7KtVbdX7JJbzzhpm6t2APb,POP SONG
0.876,0.74,-7.246,0.122,0.0584,0.127,0.0688,0.595,124.993,378998,2,6QAgGdavQJaNsEcUrN6QDz,Popcorn Beats - umami Remix
0.752,0.749,-5.623,0.329,0.108,0.0,0.066,0.403,140.012,155387,1,26eibHIN0oV4AGuFCbTTm0,MPR
0.65,0.778,-4.226,0.135,0.221,0.0,0.0695,0.599,141.847,223120,4,0JhonNQL2ixH1JcsgEj4Hn,War
0.761,0.923,-4.307,0.0596,0.0583,1.2e-05,0.53,0.903,133.998,223034,7,0z6jg3tQu4TZcRkXNVEikz,Popłyniemy
0.704,0.66,-6.906,0.0485,0.0501,0.0,0.168,0.828,159.972,127504,2,2IBs3gDr6JDo8zDFrD8UgL,Poppin'
0.504,0.711,-5.864,0.0452,0.0585,1.83e-05,0.382,0.5,134.824,232933,7,3qGHAKgjQruzj6doKkyEb5,Unlock it (Lock It) - feat. Kim Petras and Jay Park
0.549,0.824,-4.388,0.166,0.028,0.0,0.139,0.194,165.048,230182,4,3BqzUoMXksxJZ0dqtPMiWo,Popular Monster
0.718,0.675,-6.959,0.0911,0.532,0.0,0.125,0.389,145.056,203586,5,4LaGu95Ui2s4vprSQYWUAZ,Bout A Million (feat. 42 Dugg & 21 Savage)
0.288,0.352,-10.07,0.0311,0.81,0.828,0.29,0.0953,124.987,108307,3,7bejbyAlDHnYU3jeEyYEK6,Popelka - Myslivec - Motiv II.
0.872,0.737,-7.235,0.408,0.0993,0.0,0.221,0.282,125.995,126968,1,3OwYYkWrCGzZkQm4kHk1kO,Poppin
0.806,0.699,-5.791,0.291,0.508,0.0,0.106,0.459,94.616,172732,1,5Gj7W57qceatN2d9LwckVZ,Poppy
0.534,0.813,-5.902,0.406,0.0695,0.0,0.606,0.548,149.613,205133,7,1kEp3Po9RUPm11N5ITOUWx,Pop Bottles - Main
0.286,0.972,-8.564,0.0777,0.0392,1.15e-06,0.844,0.208,164.376,192600,7,00nF4do6RyzzwvihHW9rcX,Popstar - Live
0.656,0.635,-6.944,0.0526,0.0146,0.0,0.22,0.234,155.981,160000,4,68syOccsCBslzvrB2kk5Yr,Popa
0.689,0.807,-8.227,0.0587,0.00378,0.143,0.0475,0.661,127.993,351592,2,77E5HxYG9xrLgYDJi8QtEW,Over The Edge - Extended
0.913,0.449,-9.439,0.0794,0.183,1.23e-05,0.0861,0.0865,97.527,176065,0,65NkUtHuWTLo7Z3oDHQ6qu,Pop It
0.754,0.724,-7.282,0.103,0.539,0.0326,0.112,0.651,143.55,146720,2,18bum1uNxoHQ8WwbOlMY9Z,Armed N Dangerous - Charlie Sloth Freestyle
0.798,0.787,-4.196,0.133,0.227,1.47e-06,0.0678,0.881,160.979,158012,2,0n05ZqxWxoUXtEQitumiuH,Cik Pogodi
0.585,0.874,-7.405,0.0522,0.0541,0.00481,0.231,0.581,125.961,235587,0,7vptsQ6y1CalDnx4hngiUN,The Pop Kids
0.694,0.502,-7.004,0.166,0.785,0.000227,0.117,0.584,75.011,246400,5,6K8YDOe6C2HgnMJNYhUOHE,"popular girl, typical boy (feat. sleep.ing)"
0.869,0.56,-3.036,0.591,0.113,4.76e-05,0.0919,0.3,150.071,161600,1,3MGgzQBgl3nnrqychGdTtw,"Pop, Lock & Drop It"
0.629,0.853,-4.36,0.104,0.00189,0.0,0.34,0.373,78.033,320160,0,2pwPtne9zCNTsyYZDLHxDf,Poppin Bottles
0.659,0.611,-7.616,0.344,0.015,0.0,0.0915,0.385,164.021,147805,1,7zlbWcAnL2pIGsGhRswUgK,Pop Yo Shit
0.916,0.742,-12.44,0.188,0.000288,0.00498,0.0986,0.545,127.809,257640,2,2PBTwMH2mzfLigdMyPzOcp,Pop That P--sy
0.383,0.0664,-27.281,0.0369,0.986,0.899,0.0922,0.259,160.028,111000,3,1KYe04kDLflLdoJ9kNBY2u,golden hour (piano instrumental)
0.874,0.656,-6.478,0.091,0.585,0.0,0.251,0.561,134.022,179372,2,6LUE5WlMgrpLouGxzJAUVv,Run It Up (feat. Pop Smoke)
0.745,0.568,-8.332,0.164,0.000756,0.0,0.159,0.493,144.141,263240,0,19UUPNx5jccGgQ2GCIZkww,"Pop, Lock & Drop It"
0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,215467,7,0Fa3VjqBTA8UfaEanTakea,Popular - From The Idol Vol. 1 (Music from the HBO Original Series)
0.687,0.551,-6.299,0.229,0.184,0.0,0.159,0.558,162.121,180808,4,6lLfpVMhkpcldW9tTY7dIN,Pop a Pill
0.708,0.651,-11.238,0.0437,0.468,0.104,0.0522,0.944,149.988,179839,2,4qmDpj7wkuw4cMHG2gABWK,PoPiPo
0.908,0.455,-3.282,0.0746,0.00661,0.00217,0.25,0.763,131.059,117252,2,5GUz1LkyUwjMxC5aC1H5zW,Slut Pop
0.724,0.766,-12.28,0.0579,0.516,0.00959,0.409,0.642,100.611,225227,7,5frTNUfeDGOHRo8Cc7ny9R,Pop Life
0.67,0.607,-6.44,0.444,0.396,0.0,0.238,0.863,199.666,175677,1,4bUe0OUcwdu85AMBkZzYFg,Toni-Ann Singh (feat. Popcaan)
0.637,0.51,-10.325,0.0769,0.706,0.000343,0.416,0.699,155.209,175750,5,5IXnJBbfGQ7T2L1kwkzmUG,Popcorn & Giraffenkot
0.488,0.479,-10.255,0.0314,0.0932,0.201,0.119,0.371,134.956,212075,0,4oiZ494M5fJgMhdqew0n8p,Poppies
0.67,0.866,-3.803,0.2,0.0778,0.0,0.129,0.454,109.945,157074,0,2mnx4umArCuQvPCxLuUpIn,Feral Bliss
0.838,0.309,-12.898,0.878,0.695,0.0,0.068,0.455,99.071,215467,1,5ck9P3yEwc8w2Z1oE0CRlz,Popular (A Cappella) (with Playboi Carti & Madonna)
0.424,0.668,-5.823,0.0474,0.552,0.00343,0.217,0.526,93.292,190850,5,3ViQ4FiB0dLVH6hb74xP5k,Pop Impressions - Remastered
0.814,0.618,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,185221,7,5L3ecxQnQ9qTBmnLQiwf0C,K-POP
0.484,0.57,-9.39,0.225,0.742,0.0,0.272,0.544,137.663,233520,5,4pODWAgFahA4V9nbWHzYgB,Kapitel 18: Mary Poppins
0.644,0.847,-6.654,0.0376,0.000305,0.0223,0.149,0.214,124.979,172800,0,3bnla8QwheGOI2AtfWOES1,I Can’t Wait (feat. Poppy Baskcomb)
0.792,0.478,-6.366,0.321,0.0652,0.000865,0.0681,0.389,154.079,150418,1,3cbTG4pF9ghkDDucJF8mCi,Pop Anotha'
0.727,0.902,-3.117,0.174,0.0186,2.36e-06,0.182,0.426,109.835,162067,0,5FLpPX4YlTNKyzWIDENHTL,Poppa Large
0.392,0.937,-4.741,0.071,8.77e-05,0.0166,0.0473,0.519,121.823,181213,0,2h9rdq8ftYaMJzND84z7qF,Popstar
0.603,0.805,-5.067,0.26,0.00649,0.0,0.186,0.61,147.908,226720,4,0Gv6sr4tFPkYDIuUVxOx7H,Lighters Up (feat. Mavado & Popcaan)
0.93,0.529,-7.749,0.0493,0.0314,0.182,0.127,0.969,113.003,251360,2,4Tv4XYCPCgb7lohtcQo1Vm,Pop Muzak
0.726,0.645,-6.597,0.199,0.0184,0.0,0.11,0.424,143.995,186979,4,6KNIe8LAtzhhVrCogamw56,POP 2
0.47,0.65,-7.279,0.0319,0.00442,0.000143,0.329,0.67,100.279,289427,0,5RtZRtjKkOg3QjeOdkJwte,Popeye der Seemann
0.827,0.69,-6.961,0.344,0.0336,0.0,0.258,0.479,129.877,184680,1,4agV8QIU9yK1Yyui4LIikE,POPSMOKE DANCE
0.627,0.914,-7.494,0.0769,0.0627,0.0,0.147,0.627,91.891,227840,0,24SUWisv2lYQiB3bVpE1sn,Virtual Insanity
0.831,0.762,-5.656,0.207,0.0885,0.0,0.107,0.495,99.999,192000,2,1JDhNQ0oOT7XpclZn3aQ8F,West Coast Shit (feat. Tyga & Quavo)
0.648,0.689,-9.469,0.0297,0.0419,0.276,0.0861,0.247,120.031,246000,0,7CBSIhVnz3t0smNUaGfrBh,Pop The Low - Radio Edit
0.789,0.488,-9.093,0.227,0.179,7.94e-06,0.104,0.0644,133.114,209453,0,23NWj2izXAJ4yL6Nah73wf,Pop Style
0.713,0.6,-12.803,0.0453,0.138,0.105,0.226,0.911,146.033,221427,2,4IHEOKSPSnPzjKxBktZ4J7,Pop Goes The World
0.615,0.656,-5.661,0.0293,0.0128,7.67e-06,0.115,0.345,122.074,196258,0,2BVBr2nf93k2cPJGU9DDeN,Torn to Pieces
0.675,0.81,-4.844,0.299,0.232,3.7e-06,0.131,0.327,170.061,206118,4,587D9YQamR3Wc7wqtsJe7k,Popular
0.893,0.924,-4.172,0.0503,0.456,0.0,0.0565,0.971,139.99,101853,2,6LWrMUjue1tLs2oXz0AdM8,Popeye
0.682,0.482,-13.269,0.229,0.0774,4.16e-06,0.114,0.176,74.516,264277,0,3kbrzxctvBqNkWyuv7qyKK,Poppin (OG)
0.675,0.608,-6.934,0.103,0.336,0.0,0.11,0.728,99.865,184800,2,3DMs7bahbQTnoxCjgP7qoK,Demeanor (feat. Dua Lipa)
0.926,0.549,-6.63,0.0935,0.42,0.0399,0.298,0.666,123.044,280878,2,2fvdQ1Uq04qE4RLN5zKBXS,Disco Yes
0.684,0.62,-9.029,0.188,0.0541,0.0,0.142,0.773,159.893,156813,4,1EG6y4KL5c0T5UAT41d7VH,Popular Loner
0.525,0.358,-14.393,0.194,0.988,0.932,0.153,0.905,126.063,60952,3,4WNc5zd5x4roY9REzl7Dus,Popularity
0.29,0.0678,-12.796,0.0437,0.98,0.915,0.104,0.312,73.343,64865,3,2TWUC3s938h9qtZO0bGf4Y,Popular Jam
0.467,0.992,-3.205,0.145,0.0158,0.0,0.953,0.638,150.007,111234,7,5ghOdH6CnAEfu8LaJriOwd,ぽっぴっぽー -MIKU EXPO 2014 in INDONESIA Live-
0.711,0.62,-6.144,0.0371,0.0666,0.000194,0.0959,0.689,133.988,147060,2,07Nz2EGhlf4YeBMW06DgoT,POPPIN
0.504,0.973,-2.887,0.185,1.82e-05,0.0418,0.183,0.684,143.068,234837,4,0ZeefLILl0MXQIE1Lm6mCh,Waking Lions
0.659,0.729,-13.242,0.0372,0.941,0.923,0.0824,0.337,123.977,85161,6,5DyQCLnI27HYUXgV2knFj4,Pop Room
0.472,0.553,-7.917,0.344,0.471,0.0,0.276,0.578,99.874,161120,1,7AdTyfK7fnvUYbUCGpWqUf,Foreigner (feat. A Boogie Wit da Hoodie)
0.685,0.744,-3.687,0.187,0.201,1.74e-05,0.161,0.167,134.95,135111,0,0PGRXJFSwpn5OAGFpEwiqK,Remember (with Nigo)
0.694,0.889,-5.366,0.0467,0.244,0.886,0.162,0.175,112.515,147254,6,1jzZ1mZrMQJWGChl9VheCW,Voltage
0.778,0.796,-7.089,0.0419,0.441,1.32e-05,0.318,0.899,129.951,287500,2,6ob1PhLPaYoDrEcLbWb4VR,Popurri (Live)
0.764,0.618,-8.044,0.089,0.00444,0.889,0.097,0.551,99.007,215467,6,6LRLy3SmtsPJaopCiavbme,Popular (Instrumental) (with Playboi Carti & Madonna)
0.571,0.747,-4.659,0.17,0.478,0.0,0.116,0.635,106.253,259651,2,27g5G3TW90FSm3YxclYpAs,TWIST & TURN (feat. Drake & PARTYNEXTDOOR)
0.757,0.736,-5.294,0.139,0.284,3.44e-05,0.134,0.455,120.013,178571,2,66jkTQje4DSEe72yG8HhKz,Popłyniemy
0.782,0.431,-10.894,0.0379,0.0909,0.333,0.391,0.488,124.014,172334,7,4GeVr3puzNmu2Ibe1h9Y1j,Populäre Schlafzimmer Musik
0.703,0.991,-5.781,0.0453,0.158,0.723,0.315,0.924,132.026,164778,6,58MXWKPCH2jlqEPTsUZxow,Popcorn - Radio Mix
0.688,0.722,-5.915,0.0376,0.593,4.81e-06,0.184,0.921,144.006,189583,2,53LjYUbwHKVBxyqsMYVLTG,Poproszę więcej siebie
0.568,0.76,-6.455,0.275,0.0431,1.53e-05,0.18,0.481,100.042,245241,0,6rb3wFQ66EWR7DcPG0oEE1,We Caa Done (feat. Drake)
0.547,0.844,-5.294,0.0865,0.0066,2.32e-06,0.0604,0.666,175.814,181113,4,78GQP9XBSqpEDlMoPAbUAJ,P.O.P (Piece Of Peace) Pt. 1
0.812,0.617,-6.853,0.338,0.0895,3.29e-06,0.144,0.619,134.771,177778,1,1jbXYNuBFgN0BiNRO2cGov,What’s Crackin (feat. Takeoff)
0.447,0.393,-8.65,0.038,0.785,0.0,0.28,0.564,73.139,220239,5,5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean
0.684,0.459,-12.289,0.0518,0.664,0.00022,0.0673,0.548,83.969,263333,5,2ydJMd8R9zyeBpE4wQv6rB,Pop Art Blue
0.663,0.535,-9.777,0.0287,0.506,4.17e-06,0.372,0.763,86.994,201867,5,1h7jRnsQA7KMW14n7ig3z9,Pop-Song - Song Only
0.681,0.965,-4.09,0.0428,0.00864,0.842,0.091,0.678,130.01,222810,6,0TMToArlJw30YiqIm4BZ35,Popcorn (Enzo Margaglio Remix)
0.732,0.775,-5.504,0.0514,0.453,0.0,0.482,0.814,145.145,176240,7,4uXmPyb5Lk6ETxnMTuvL1G,Poppin' My Collar
0.838,0.624,-5.714,0.149,0.0736,0.0,0.134,0.763,95.519,248533,2,22zclpvSR3E0IxSdbHRUNH,Pop That Booty
0.687,0.689,-4.096,0.259,0.173,0.000481,0.523,0.821,71.555,174547,7,7FWec1Je1DluKGUKZCwkq4,Dreaming
0.714,0.75,-4.565,0.045,0.00982,0.000898,0.248,0.425,127.986,208641,0,1vQOTeTQlZ5NWX2el2RmlG,Pop Star - Chaeyoung Remix
0.604,0.468,-7.093,0.0545,0.505,0.00192,0.0681,0.695,84.886,271216,5,6hQHOFxszCnn9Fsodazpcn,Popo (How deep is our love?)
0.522,0.761,-6.884,0.0908,0.128,0.0,0.393,0.263,79.88,146045,0,4jFMkISPswyUPyzosprQ0J,Poppyflower
0.5,0.767,-4.105,0.403,0.161,9.95e-05,0.385,0.58,159.477,202443,4,71d7LaAgPcNcUopu3OzmP7,Make It Rain (feat. Rowdy Rebel)
0.613,0.694,-5.148,0.04,0.016,1.76e-05,0.352,0.513,126.012,233132,7,2vQCT0NF7EYwtOCEw4ryH9,Pop Punk Fuck Up
0.651,0.796,-5.303,0.0415,0.0108,0.000376,0.466,0.638,127.989,186320,7,03oK265y87YNXHIQSOAWOp,Love Is Gone
0.716,0.685,-5.407,0.169,0.312,0.0,0.224,0.791,114.002,153757,2,6bBQmflDHD8a35PeZjw44J,Popo
0.846,0.575,-7.823,0.0353,0.0725,0.0,0.0583,0.749,98.036,154286,2,6jEpoHPMVryUcmLOJr5H2l,Poppin'
0.836,0.626,-4.377,0.197,0.143,0.0,0.0657,0.654,142.989,194680,2,1dnsojUNfvhiztcITLzruj,Wolves (with NAV)
0.568,0.833,-5.026,0.0497,0.0036,0.000174,0.111,0.531,90.036,221499,0,0wH55ChKuoZkmGhbIYtOI4,All The Things She Said
0.282,0.929,-4.481,0.0566,0.000333,3.02e-05,0.0943,0.865,133.39,171541,4,4jl5dlzPEnduDmxJafg9hy,"Popcorn, Cola, Revolution"
0.624,0.942,-5.012,0.0413,0.00397,0.00407,0.383,0.964,127.995,227793,7,1OnY7Qzz9mxRtBmGbCV0ls,Warum hast Du nicht nein gesagt - Pop Mix
0.669,0.684,-3.544,0.0696,0.516,0.0,0.214,0.41,146.908,117093,4,4wVuGccjXDNf9sWWVajkpk,100k On A Coupe (feat. Calboy)
0.811,0.998,-7.031,0.0509,0.0263,0.896,0.411,0.777,137.996,203027,6,7N11HyzA0kxa65hvChHNbT,Popcorn - Radio Version
0.687,0.689,-9.216,0.0332,0.00538,0.422,0.103,0.41,120.016,328000,6,2eKswQWWJDTIPEB0WqgHjr,Pop The Low
0.834,0.831,-3.608,0.0577,0.0245,0.415,0.661,0.508,127.983,157061,7,5opQl5poo2fV3ALdBeHavS,Popcorn 2K18 - Radio Edit
0.59,0.695,-10.12,0.0377,0.51,0.241,0.653,0.868,117.503,319720,7,7kkijB89vc5uGbG1WhUFZu,Popcorn Andino
0.892,0.163,-17.052,0.081,0.734,0.0,0.107,0.675,84.002,120480,5,5rxcTZWquL1kVEc10MnB50,Pop That Shit
